Warnécourt;ARDENNES;CC des Crêtes Préardennaises;GRAND EST;73.444903863;80.279655021;73.184090412;84980000;8498;1;240800862;8498;8;44;84980000;Warnécourt (commune non irisée);Warnécourt;ARDENNES;Warnécourt;GRAND EST;44;Commune non découpée en IRIS;39.584896168;50.972146430;39.221768968;138.799144547;133.223635557;125.524339089;69.823774894;80.444933581;63.268916273;76.438355701;83.032534064;85.933874589;72.656312295;78.389309472;67.989292341;74.233495432;82.170000570;78.378888483
Saulny;MOSELLE;CA Metz Métropole;GRAND EST;80.481009686;76.227711610;79.178946846;576340000;57634;1;200039865;57634;57;44;576340000;Saulny (commune non irisée);Saulny;MOSELLE;Saulny;GRAND EST;44;Commune non découpée en IRIS;59.991718435;49.189999797;58.787725090;135.457117768;134.389762255;135.430689689;72.342014846;57.981468186;69.767031102;77.551744316;83.307519813;76.150255053;85.146851546;77.589920617;84.335379956;75.815167826;74.865502604;74.022513736
Bischheim;BAS RHIN;EuroMétropole de Strasbourg;GRAND EST;118.795497570;108.663477805;113.232537018;670430102;67043;1;246700488;67043;67;44;670430102;Est;Bischheim;BAS-RHIN;Est;GRAND EST;44;Iris d'habitat;150.617656582;119.930641369;144.738236155;81.521883056;87.950518221;85.539622151;89.277761637;72.725171764;96.241563741;120.369013783;125.721947053;104.068781954;127.585732073;109.270600320;125.005364820;110.005263068;108.056355290;101.459709217
Villey-le-Sec;MEURTHE ET MOSELLE;CC du Toulois;GRAND EST;72.294304017;78.020630658;75.229475742;545830000;54583;1;200042349;54583;54;44;545830000;Villey-le-Sec (commune non irisée);Villey-le-Sec;MEURTHE-ET-MOSELLE;Villey-le-Sec;GRAND EST;44;Commune non découpée en IRIS;55.074664825;64.309821593;59.678546928;120.719637673;125.420087159;120.721880792;99.796077293;109.436178261;112.220869992;51.550389744;52.323937671;49.538504907;76.956322441;84.679910115;80.026324883;67.632285594;71.361351201;70.432626602
Langres;HAUTE MARNE;CC du Grand Langres;GRAND EST;114.026671114;114.497719815;117.159549655;522690101;52269;1;200035954;52269;52;44;522690101;Secteur Sauvegardé;Langres;HAUTE-MARNE;Secteur Sauvegardé;GRAND EST;44;Iris d'habitat;128.088465345;125.419919636;126.578361783;97.426406397;93.442740604;90.722856307;125.106250754;128.340912978;108.272544877;102.725219422;107.181413016;125.402586590;117.867779029;114.760859959;114.626526624;110.185563199;114.234579670;119.692572686
Châlons-en-Champagne;MARNE;CA de Châlons-en-Champagne;GRAND EST;113.531878963;110.469034748;117.244303539;511080602;51108;1;200043008;51108;51;44;511080602;Croix Dampierre Liberation Nord;Châlons-en-Champagne;MARNE;Croix Dampierre Liberation Nord;GRAND EST;44;Iris d'habitat;136.801467059;126.373124486;142.162176997;89.892243876;92.028696692;90.098526973;104.250169587;109.334644134;113.259462342;106.722963097;104.352309345;107.891738964;121.165059331;114.924981888;124.807626989;105.898698594;106.013087608;109.680980090
Strasbourg;BAS RHIN;EuroMétropole de Strasbourg;GRAND EST;93.243450235;87.240866210;89.801956412;674821801;67482;1;246700488;67482;67;44;674821801;Cronenbourg Ouest Sud;Strasbourg;BAS-RHIN;Cronenbourg Ouest Sud;GRAND EST;44;Iris d'habitat;96.639382124;77.275041767;92.856142421;84.207153019;90.847542628;88.357233441;83.322286017;67.873874201;89.821551904;99.326249063;105.086848447;87.460334144;92.495305756;81.799208721;91.356506094;93.991594714;92.682523699;88.247406731
Champlin;ARDENNES;CC Ardennes Thiérache;GRAND EST;92.646665087;99.401700730;95.103572683;81000000;8100;1;200041622;8100;8;44;81000000;Champlin (commune non irisée);Champlin;ARDENNES;Champlin;GRAND EST;44;Commune non découpée en IRIS;134.440775704;156.417895146;133.540361494;0;0;0;100.631632847;103.261723349;91.184619604;93.183403134;90.156345370;106.178046754;89.627183803;104.278596764;89.026907663;95.666146372;94.524804696;101.180237704
Chaumont;HAUTE MARNE;CA de Chaumont;GRAND EST;121.604770547;112.689149031;123.319451830;521210302;52121;1;245200456;52121;52;44;521210302;Val Barizien;Chaumont;HAUTE-MARNE;Val Barizien;GRAND EST;44;Iris d'habitat;148.318099290;120.736489847;141.081544133;102.182491183;95.636827140;95.151692518;115.887314758;92.410330667;100.294065342;107.461309381;123.307378341;131.153932427;132.939563254;112.369935611;125.771593594;110.269977840;113.008362450;120.867310066
Coole;MARNE;CC de Vitry, Champagne et Der;GRAND EST;94.268217213;90.818942470;96.855349447;511670000;51167;1;200034718;51167;51;44;511670000;Coole (commune non irisée);Coole;MARNE;Coole;GRAND EST;44;Commune non découpée en IRIS;85.136655388;85.785380912;89.283392336;102.812550692;113.468369970;103.048483075;46.403387845;59.394493573;50.413565551;123.060026981;100.240014725;124.551631691;91.028620489;95.013043931;93.871755916;97.507813936;86.624841008;99.838942978
Le Beulay;VOSGES;CC Fave, Meurthe, Galilée;GRAND EST;75.082649921;79.444894227;79.177835083;880570000;88057;1;200042109;88057;88;44;880570000;Le Beulay (commune non irisée);Le Beulay;VOSGES;Le Beulay;GRAND EST;44;Commune non découpée en IRIS;30.652746358;36.680058153;31.826558571;91.136672592;87.354916308;85.019998049;79.454439522;92.044455786;68.158200512;109.299647348;111.954938482;129.117847398;50.814055103;53.571677538;49.557705064;99.351244739;105.318110917;108.797965103
Urschenheim;HAUT RHIN;CC du Pays de Brisach;GRAND EST;78.326630826;88.914473786;76.194827095;683450000;68345;1;246800098;68345;68;44;683450000;Urschenheim (commune non irisée);Urschenheim;HAUT-RHIN;Urschenheim;GRAND EST;44;Commune non découpée en IRIS;51.908868964;69.722722020;49.060105056;107.656979485;104.588836687;115.097714044;76.056866112;86.585202171;70.664016708;91.214100716;101.433679910;86.643510852;70.491572471;81.344760243;71.072641385;86.161689182;96.484187330;81.317012804
Courtagnon;MARNE;CC Champagne Vesle;GRAND EST;60.398254842;93.808752651;61.230229341;511900000;51190;1;245100052;51190;51;44;511900000;Courtagnon (commune non irisée);Courtagnon;MARNE;Courtagnon;GRAND EST;44;Commune non découpée en IRIS;90.263351981;175.584461334;92.510337838;0;0;0;24.646488050;35.227879689;26.776435916;78.608168521;88.227856774;77.792132228;60.175567987;117.056307556;61.673558559;60.620941697;70.561197746;60.786900124
Knoersheim;BAS RHIN;CC des Coteaux de la Mossig;GRAND EST;70.843892668;76.144025547;69.005495054;672450000;67245;1;246700694;67245;67;44;672450000;Knoersheim (commune non irisée);Knœrsheim;BAS-RHIN;Knœrsheim;GRAND EST;44;Commune non découpée en IRIS;18.638267488;24.266784716;17.902439196;102.472144356;100.448799536;107.522399884;107.673469388;135.861895026;116.072164863;88.820603643;86.009944644;77.316763593;46.582893111;49.660789656;47.775759426;95.104892225;102.627261438;90.235230683
Clamanges;MARNE;CC de la Région de Vertus;GRAND EST;67.759040034;72.464144293;69.812389539;511540000;51154;1;245100813;51154;51;44;511540000;Clamanges (commune non irisée);Clamanges;MARNE;Clamanges;GRAND EST;44;Commune non découpée en IRIS;36.739866169;51.616873410;39.783198214;112.788682131;102.437515193;113.047507560;41.503755820;61.503953043;45.090507650;89.391034956;83.804825350;90.584962796;62.089471490;68.557087338;64.204634663;73.428608577;76.371201247;75.420144414
Béthincourt;MEUSE;CA du Grand Verdun;GRAND EST;76.538316072;72.884703236;79.752460142;550480000;55048;1;200049187;55048;55;44;550480000;Béthincourt (commune non irisée);Béthincourt;MEUSE;Béthincourt;GRAND EST;44;Commune non découpée en IRIS;71.861157113;60.060166031;71.609756786;0;0;0;70.433310684;54.842646946;62.478350470;122.537135760;131.172620204;136.408448407;47.907438075;40.040110687;47.739837857;105.169194068;105.729295784;111.765082428
Macey;AUBE;CC Seine Melda Coteaux;GRAND EST;67.994833688;85.575111292;70.491878616;102110000;10211;1;241000413;10211;10;44;102110000;Macey (commune non irisée);Macey;AUBE;Macey;GRAND EST;44;Commune non découpée en IRIS;38.500105204;77.889602554;41.859043701;121.828106018;105.152116123;115.761063961;81.641332615;105.689802692;78.162749654;63.749676545;73.414771915;72.654685339;66.276105475;86.977107077;66.493050454;69.713561902;84.173115507;74.490706777
Magneux;HAUTE MARNE;CA de Saint-Dizier, Der et Blaise;GRAND EST;93.158780378;90.754167004;96.231113375;523000000;52300;1;200044170;52300;52;44;523000000;Magneux (commune non irisée);Magneux;HAUTE-MARNE;Magneux;GRAND EST;44;Commune non découpée en IRIS;99.778250686;88.259526581;93.090276592;97.346090722;102.736053314;90.648066855;54.468359264;50.545966495;47.139354246;103.790865455;107.361964525;126.709352982;98.967530698;93.085035492;92.276206680;87.350030058;88.423298515;100.186020070
Velving;MOSELLE;CC du Pays Boulageois;GRAND EST;91.517633861;107.063435685;90.010376636;577050000;57705;1;200011625;57705;57;44;577050000;Velving (commune non irisée);Velving;MOSELLE;Velving;GRAND EST;44;Commune non découpée en IRIS;78.868331776;101.658274512;77.586837845;109.093570104;107.539343809;109.072285631;82.885822807;94.691174228;79.935536630;99.694873351;118.416773523;97.940380932;88.943411219;103.618630944;88.081987107;94.091856503;110.508240425;91.938766165
Heiligenstein;BAS RHIN;CC Barr-Bernstein;GRAND EST;78.336496647;83.380657050;76.406949132;671890000;67189;1;200034270;67189;67;44;671890000;Heiligenstein (commune non irisée);Heiligenstein;BAS-RHIN;Heiligenstein;GRAND EST;44;Commune non découpée en IRIS;49.587850113;60.459792460;47.639433377;115.136566607;110.337966263;120.810977791;82.848440303;99.979938895;89.310745499;86.429136373;84.523226112;76.520552374;71.437422278;77.085850394;72.029948182;85.235571016;89.675463706;80.783950082
Changy;MARNE;CC Côtes de Champagne et Saulx;GRAND EST;83.704366703;89.876082786;85.576170017;511220000;51122;1;200043420;51122;51;44;511220000;Changy (commune non irisée);Changy;MARNE;Changy;GRAND EST;44;Commune non découpée en IRIS;48.095824803;66.459523142;52.079823117;103.571709962;103.968844139;103.809384450;39.813557619;57.563682149;43.254242633;131.324641515;122.402462072;131.116873394;66.587786523;78.962630141;69.323010228;100.820946883;100.789535431;101.829329807
Hadol;VOSGES;CC de la Vôge vers les Rives de la Moselle;GRAND EST;79.339472089;90.523616399;80.897332090;882250000;88225;1;200000420;88225;88;44;882250000;Hadol (commune non irisée);Hadol;VOSGES;Hadol;GRAND EST;44;Commune non découpée en IRIS;62.985228810;85.068515907;64.126164104;113.008470145;107.152063985;105.423861087;87.844666596;95.088320708;75.355567742;74.606619086;85.382140942;88.176117750;79.659642588;92.429698600;77.892063098;79.019301590;88.617534198;83.902601081
Sompuis;MARNE;CC de Vitry, Champagne et Der;GRAND EST;82.071749696;79.590777445;84.114938495;515500000;51550;1;200034718;51550;51;44;515500000;Sompuis (commune non irisée);Sompuis;MARNE;Sompuis;GRAND EST;44;Commune non découpée en IRIS;61.664615766;61.278550390;64.157608116;102.003105230;112.575031010;102.237180113;53.128687816;68.002610446;57.720065500;106.984736798;87.204961216;108.208584563;75.110778921;78.377377263;76.850798781;89.032720470;80.804177626;91.379078209
Vitry-le-François;MARNE;CC de Vitry, Champagne et Der;GRAND EST;119.936600409;115.996104470;124.293287457;516490301;51649;1;200034718;51649;51;44;516490301;Rome;Vitry-le-François;MARNE;Rome;GRAND EST;44;Iris d'habitat;121.523496802;120.125298074;126.056338827;77.482446180;85.512972980;77.660251497;104.474526573;133.723244902;113.503208244;147.307818048;118.244906396;151.241793672;106.843146595;108.587856376;109.924309717;133.030054223;123.404352565;138.662265196
Montmartin-le-Haut;AUBE;CC des Rivières;GRAND EST;67.970327908;71.123849233;75.231821173;102520000;10252;1;241000496;10252;10;44;102520000;Montmartin-le-Haut (commune non irisée);Montmartin-le-Haut;AUBE;Montmartin-le-Haut;GRAND EST;44;Commune non découpée en IRIS;66.646029902;80.976321555;71.609756786;0;0;0;33.245104748;40.078073019;31.828593635;120.642401448;112.356189636;138.171409915;44.430686601;53.984214370;47.739837857;91.509969215;88.263484097;102.723804488
Chaudeney-sur-Moselle;MEURTHE ET MOSELLE;CC du Toulois;GRAND EST;77.139497970;82.251456907;78.941519161;541220000;54122;1;200042349;54122;54;44;541220000;Chaudeney-sur-Moselle (commune non irisée);Chaudeney-sur-Moselle;MEURTHE-ET-MOSELLE;Chaudeney-sur-Moselle;GRAND EST;44;Commune non découpée en IRIS;39.340542617;46.918254707;42.544040186;105.968722177;110.094816617;105.970691206;94.217394660;103.318606072;105.947631249;91.984892875;93.129404671;88.321356070;61.549935804;67.977108677;63.686257193;92.729060137;96.525805138;94.196781130
Vauxbons;HAUTE MARNE;CC d'Auberive Vingeanne et Montsaugeonnais;GRAND EST;51.042997285;55.898102762;58.776889295;525070000;52507;1;200027308;52507;52;44;525070000;Vauxbons (commune non irisée);Vauxbons;HAUTE-MARNE;Vauxbons;GRAND EST;44;Commune non découpée en IRIS;27.392471792;31.681225506;28.643902714;0;0;0;32.486485704;39.465147976;28.115257711;109.493277210;116.280508793;133.629136317;18.261647862;21.120817004;19.095935143;83.824346708;90.675388520;98.457843448
Bousseviller;MOSELLE;CC du Pays de Bitche;GRAND EST;100.524142363;108.618136322;99.212207318;571030000;57103;1;200023026;57103;57;44;571030000;Bousseviller (commune non irisée);Bousseviller;MOSELLE;Bousseviller;GRAND EST;44;Commune non découpée en IRIS;115.115755080;146.962597806;114.444426351;92.654893160;92.899628253;92.636815920;97.953893767;108.200522074;94.467265910;91.152278545;78.341735997;89.640154687;107.628801107;128.941607955;107.175222874;93.419483619;88.294664689;91.249191762
Ugny;MEURTHE ET MOSELLE;CC de l'Agglomération de Longwy;GRAND EST;68.067310590;69.848264449;69.584329257;545370000;54537;1;245400262;54537;54;44;545370000;Ugny (commune non irisée);Ugny;MEURTHE-ET-MOSELLE;Ugny;GRAND EST;44;Commune non découpée en IRIS;37.092548481;38.230156712;40.168428353;129.441551504;130.791492911;129.443956687;67.535176972;84.500533528;75.943429045;68.621019053;63.668623415;65.890866552;67.875549488;69.083935445;69.926937798;68.259071692;70.612593452;69.241720716
Roizy;ARDENNES;CC du Pays Rethelois;GRAND EST;78.239693940;83.069159317;79.217155985;83680000;8368;1;200043156;8368;8;44;83680000;Roizy (commune non irisée);Roizy;ARDENNES;Roizy;GRAND EST;44;Commune non découpée en IRIS;53.492599361;61.996962917;53.031616178;118.140625410;110.502065917;106.841608949;83.859694040;89.579764003;75.987183004;80.226322735;87.169600074;93.205455800;75.041941377;78.165330584;70.968280435;81.437446504;87.972988050;87.466031535
Ars-sur-Moselle;MOSELLE;CA Metz Métropole;GRAND EST;111.581550374;103.512066019;109.563041407;570320104;57032;1;200039865;57032;57;44;570320104;Nord;Ars-sur-Moselle;MOSELLE;Nord;GRAND EST;44;Iris d'habitat;122.252748000;100.410267496;120.039424959;94.245592441;93.502969577;94.227204851;110.576439159;88.626012184;106.640517082;110.080887322;119.061439681;108.215838296;112.917029480;98.107834857;111.435351590;110.246071267;108.916297182;107.690731225
Erching;MOSELLE;CC du Pays de Bitche;GRAND EST;98.534060443;102.777753902;96.808577668;571960000;57196;1;200023026;57196;57;44;571960000;Erching (commune non irisée);Erching;MOSELLE;Erching;GRAND EST;44;Commune non découpée en IRIS;94.067032424;116.226170808;92.303034992;104.690701532;104.967227548;104.670276071;91.189305301;100.728312695;87.943460140;103.595145489;89.259320778;101.815829905;97.608255460;112.473189721;96.425448685;99.459865426;93.082318084;97.191706650
